transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
1148,2021-08-10 22:34:00,P0436,3,mastercard,5048379481783489,F,5.89,1,7.19
1149,2021-08-10 22:40:00,P0486,5,mastercard,5108759822993581,T,6.52,3,7.89
1150,2021-08-10 23:03:00,P0352,7,visa,4041597676883679,F,2.04,2,2.59
1151,2021-08-10 23:14:00,P0125,7,visa,4041592714959557,F,0.81,4,1.59
1152,2021-08-11 00:09:00,P0616,6,americanexpress,374288669038233,F,11.41,2,12.39
1153,2021-08-11 01:59:00,P0211,6,visa,4041594854101,F,17.54,3,18.69
1154,2021-08-11 02:04:00,P0459,3,americanexpress,374283967124157,F,8.82,3,10.09
1155,2021-08-11 02:05:00,P0080,6,americanexpress,374283908444409,F,11.33,1,12.29
1156,2021-08-11 02:24:00,P0438,8,americanexpress,374288590203781,F,5.21,4,5.99
1157,2021-08-11 02:33:00,P0553,6,americanexpress,374288381537991,F,6.79,3,7.99
1158,2021-08-11 03:05:00,P0365,8,americanexpress,374288057012451,F,14.34,4,15.29
1159,2021-08-11 05:44:00,P0701,6,americanexpress,374283620741165,F,11.06,1,11.69
1160,2021-08-11 06:26:00,P0177,3,americanexpress,374288979023693,F,7.63,5,8.29
1161,2021-08-11 08:43:00,P0421,9,visa,4041598816580274,F,13.89,1,14.89
1162,2021-08-11 10:15:00,P0427,9,americanexpress,374283011497294,T,12.94,1,14.59
1163,2021-08-11 10:25:00,P0319,2,mastercard,5048374152043784,T,3.51,2,4.69
1164,2021-08-11 10:31:00,P0512,5,mastercard,5048372993884622,F,15.55,1,17.39
1165,2021-08-11 16:34:00,P0557,5,visa,4041596915330,T,9.79,4,11.29
1166,2021-08-11 20:56:00,P0323,7,mastercard,5108756929349907,T,0.34,1,1.29
1167,2021-08-11 22:21:00,P0276,5,mastercard,5048372651332724,F,18.02,1,19.69
1168,2021-08-12 01:24:00,P0593,6,visa,4041595556049130,F,17.78,6,19.19
1169,2021-08-12 01:49:00,P0516,5,visa,4041591616248,F,6.12,2,7.49
1170,2021-08-12 02:08:00,P0534,6,americanexpress,374283233673292,F,7.63,4,8.29
1171,2021-08-12 02:15:00,P0193,4,americanexpress,374288975141531,F,18.76,1,20.69
1172,2021-08-12 02:47:00,P0133,7,americanexpress,374288851308766,F,14.2,3,14.99
1173,2021-08-12 03:14:00,P0492,6,mastercard,5048371050192945,F,16.12,3,17.89
1174,2021-08-12 06:38:00,P0592,9,americanexpress,374283642510051,F,7.44,5,8.29
1175,2021-08-12 06:39:00,P0395,7,visa,4041590338700605,F,2.55,2,3.59
1176,2021-08-12 11:43:00,P0632,5,mastercard,5108754682881745,F,7.68,1,8.29
1177,2021-08-12 12:29:00,P0228,6,visa,4041597299173557,F,0.09,2,1.09
1178,2021-08-12 12:45:00,P0571,6,visa,4041595327826,F,4.35,3,4.99
1179,2021-08-12 12:58:00,P0165,5,americanexpress,374288537357245,T,0.94,1,1.59
1180,2021-08-12 17:24:00,P0339,4,americanexpress,374288990705054,F,19.62,2,21.39
1181,2021-08-12 20:06:00,P0209,9,americanexpress,374283129239489,F,6.02,1,7.29
1182,2021-08-12 20:58:00,P0579,8,visa,4041594198707,F,19.5,1,21.29
1183,2021-08-12 22:19:00,P0747,7,mastercard,5108752747531933,T,14.79,6,16.19
1184,2021-08-12 22:22:00,P0202,6,visa,4041590328000552,F,7.25,2,8.19
1185,2021-08-12 22:48:00,P0643,8,americanexpress,374288331063262,F,17.61,2,18.89
1186,2021-08-13 04:04:00,P0651,11,,6709138343072939,F,15.2,3,16.89
1187,2021-08-13 06:39:00,P0517,8,visa,4041594880874,F,5.11,2,5.79
1188,2021-08-13 07:20:00,P0444,8,visa,4041590144111534,F,13.93,3,14.89
1189,2021-08-13 07:36:00,P0640,4,,3554006797480853,F,9.92,1,11.29
1190,2021-08-13 08:53:00,P0638,5,mastercard,5048378584323029,F,16.92,1,18.19
1191,2021-08-13 09:01:00,P0323,7,mastercard,5108758661961691,F,0.34,3,1.29
1192,2021-08-13 09:20:00,P0382,2,,3564509526202827,F,14.22,1,15.09
1193,2021-08-13 10:00:00,P0092,5,visa,4041593667639212,T,3.11,1,4.29
1194,2021-08-13 10:30:00,P0289,11,americanexpress,374283132360330,F,12.12,1,13.69
1195,2021-08-13 13:06:00,P0508,7,visa,4041597860317419,F,7.67,2,8.29
1196,2021-08-13 16:40:00,P0344,5,americanexpress,374288035256667,T,9.86,1,11.29
1197,2021-08-13 17:09:00,P0336,7,mastercard,5048370203099783,F,8.17,2,8.89
1198,2021-08-13 20:04:00,P0173,6,mastercard,5108751050159365,F,0.93,1,1.59
1199,2021-08-13 21:43:00,P0287,7,mastercard,5108752553554276,F,13.95,3,14.89
1200,2021-08-13 21:52:00,P0379,3,mastercard,5108758922952331,T,6.12,2,7.49
1201,2021-08-13 21:53:00,P0546,6,mastercard,5108753614911323,F,3.2,1,4.39
1202,2021-08-13 21:57:00,P0134,4,visa,4041599760626741,T,10.28,3,11.49
1203,2021-08-13 23:07:00,P0492,6,visa,4041590225148603,F,16.12,3,17.89
1204,2021-08-14 00:39:00,P0525,5,visa,4041595553769,F,13.86,2,14.89
1205,2021-08-14 00:46:00,P0460,4,americanexpress,374288182808781,F,4.37,3,4.99
1206,2021-08-14 02:05:00,P0177,6,americanexpress,374283480459270,F,7.63,1,8.29
1207,2021-08-14 02:52:00,P0391,9,visa,4041599292786294,F,1.6,1,1.79
1208,2021-08-14 02:55:00,P0237,5,mastercard,5108756632706849,F,10.43,2,11.49
1209,2021-08-14 05:10:00,P0092,6,mastercard,5108751875637678,F,3.11,2,4.29
1210,2021-08-14 05:26:00,P0585,6,mastercard,5108755511247248,F,3.81,2,4.79
1211,2021-08-14 06:00:00,P0322,6,visa,4041593369818411,F,13.65,4,14.89
1212,2021-08-14 10:58:00,P0448,8,visa,4041591806500,F,7.11,1,8.19
1213,2021-08-14 11:46:00,P0467,10,americanexpress,374283135882751,F,4.66,4,4.99
1214,2021-08-14 12:20:00,P0492,6,americanexpress,374288999685737,F,16.12,1,17.89
1215,2021-08-14 13:09:00,P0563,6,visa,4041598383339,F,9.86,2,11.29
1216,2021-08-14 17:07:00,P0169,4,visa,4041592074246942,F,6.79,3,7.99
1217,2021-08-14 20:05:00,P0574,8,visa,4041591832134,F,9.21,1,10.69
1218,2021-08-14 20:53:00,P0321,8,visa,4041590104811636,F,17.35,1,18.29
1219,2021-08-14 21:21:00,P0243,6,americanexpress,374283479072126,F,18.18,4,19.89
1220,2021-08-14 21:45:00,P0285,9,mastercard,5048371095140974,F,2.73,3,3.79
1221,2021-08-14 22:46:00,P0070,2,visa,4041595217712,T,15.49,2,17.29
1222,2021-08-14 23:12:00,P0491,4,mastercard,5048372840332262,F,18,1,19.59
1223,2021-08-15 03:19:00,P0171,7,mastercard,5108750089900443,F,5.57,1,6.69
1224,2021-08-15 07:00:00,P0193,5,visa,4041591132089,F,18.76,6,20.69
1225,2021-08-15 08:31:00,P0302,6,mastercard,5048377346705838,F,5.98,1,7.29
1226,2021-08-15 11:37:00,P0498,3,americanexpress,374283428396899,F,11.6,5,12.79
1227,2021-08-15 12:48:00,P0309,5,americanexpress,374283336744107,F,18.17,3,19.89
1228,2021-08-15 17:05:00,P0426,8,americanexpress,374283994698132,F,16,2,17.79
1229,2021-08-15 18:05:00,P0499,6,mastercard,5048372419353178,T,16.3,1,17.99
1230,2021-08-15 21:13:00,P0569,5,americanexpress,374283122553761,F,6.84,3,8.09
1231,2021-08-15 21:20:00,P0144,8,visa,4041599980471464,F,4.51,1,4.99
1232,2021-08-15 21:24:00,P0647,9,mastercard,5048378996441872,F,8.91,1,10.29
1233,2021-08-15 21:57:00,P0240,5,visa,4041597941038,T,1.27,2,1.69
1234,2021-08-15 22:42:00,P0238,5,mastercard,5108752694247756,F,6,2,7.29
1235,2021-08-16 00:15:00,P0520,7,mastercard,5048378725793494,F,18.18,2,19.89
1236,2021-08-16 06:54:00,P0504,7,mastercard,5108757256731501,F,3.38,1,4.59
1237,2021-08-16 07:14:00,P0738,8,visa,4041590178506922,F,15.42,2,17.19
1238,2021-08-16 07:39:00,P0735,12,americanexpress,374283916891278,F,6.74,1,7.99
1239,2021-08-16 11:26:00,P0208,5,visa,4041593741703554,T,4,3,4.89
1240,2021-08-16 13:32:00,P0746,4,visa,4041595693466,F,6.57,1,7.89
1241,2021-08-16 16:40:00,P0115,7,americanexpress,374283107082273,F,5.84,1,7.09
1242,2021-08-16 16:52:00,P0448,6,,4041591019849,F,7.11,1,8.19
1243,2021-08-16 18:47:00,P0309,7,americanexpress,374283517420345,F,18.17,4,19.89
1244,2021-08-16 19:01:00,P0555,6,visa,4041599441250,T,19.13,1,21.09
1245,2021-08-16 20:09:00,P0186,5,,3585887109291937,F,11.46,1,12.49
1246,2021-08-16 20:39:00,P0628,7,americanexpress,374283276779089,F,16.23,3,17.99
1247,2021-08-17 01:29:00,P0525,4,visa,4041596190973636,F,13.86,1,14.89
1248,2021-08-17 03:33:00,P0462,5,mastercard,5108750751803230,F,14.63,6,15.89
1249,2021-08-17 04:36:00,P0259,7,visa,4041599739786,F,5.21,1,5.99
1250,2021-08-17 04:37:00,P0425,2,mastercard,5108753301126896,F,10.49,3,11.49
1251,2021-08-17 05:43:00,P0683,7,americanexpress,374283267577633,T,11,1,11.59
1252,2021-08-17 06:20:00,P0049,6,mastercard,5108752190015277,F,19.78,2,21.39
1253,2021-08-17 06:22:00,P0412,7,americanexpress,374283500295621,F,16.11,1,17.89
1254,2021-08-17 08:13:00,P0275,7,mastercard,5108754832276119,F,9.06,2,10.49
1255,2021-08-17 08:35:00,P0602,11,americanexpress,374288098982811,F,15.81,1,17.59
1256,2021-08-17 09:02:00,P0066,6,americanexpress,374288017085712,F,9.89,1,11.29
1257,2021-08-17 12:28:00,P0463,8,,3589459259940691,F,12.96,1,14.59
1258,2021-08-17 22:03:00,P0637,8,visa,4041599252869593,T,15.32,4,17.09
1259,2021-08-17 23:19:00,P0469,6,mastercard,5048371017364553,F,0.92,1,1.59
1260,2021-08-18 00:56:00,P0524,2,,4508177232095773,F,10.66,1,11.59
1261,2021-08-18 05:30:00,P0124,7,visa,4041591524947,F,0.87,2,1.59
1262,2021-08-18 06:01:00,P0369,4,americanexpress,374283829570548,F,8.08,2,8.79
1263,2021-08-18 08:25:00,P0436,9,americanexpress,374283672925211,F,5.89,3,7.19
1264,2021-08-18 10:02:00,P0610,7,,3582938385545943,F,5.58,2,6.69
1265,2021-08-18 10:12:00,P0420,4,americanexpress,374283735828170,F,18.06,1,19.69
1266,2021-08-18 11:16:00,P0368,5,,201489355506322,F,9.52,1,10.99
1267,2021-08-18 11:53:00,P0750,7,americanexpress,374288397268912,F,18.5,2,20.39
1268,2021-08-18 12:22:00,P0602,9,mastercard,5108753131240693,F,15.81,4,17.59
1269,2021-08-18 16:17:00,P0312,7,,5602239131987297722,F,17.43,1,18.49
1270,2021-08-18 17:07:00,P0089,6,visa,4041595342973,F,12.63,1,14.29
1271,2021-08-18 18:12:00,P0271,3,visa,4041591952225069,F,15.16,1,16.79
1272,2021-08-18 19:39:00,P0204,6,mastercard,5048371246688673,F,9.72,1,11.19
1273,2021-08-18 20:02:00,P0216,10,americanexpress,374288467989595,F,13.96,3,14.89
1274,2021-08-18 21:38:00,P0029,5,americanexpress,374288303092281,F,5.05,3,5.69
1275,2021-08-18 22:18:00,P0713,5,visa,4041595933246847,F,11.32,5,12.29
1276,2021-08-19 02:28:00,P0439,6,visa,4041592891688771,F,18.12,3,19.79
1277,2021-08-19 09:21:00,P0520,7,americanexpress,374288453044652,F,18.18,4,19.89
1278,2021-08-19 14:46:00,P0520,5,mastercard,5048376290801130,F,18.18,3,19.89
1279,2021-08-19 22:13:00,P0435,8,americanexpress,374283728277609,F,7.88,1,8.39
1280,2021-08-19 23:07:00,P0023,6,mastercard,5108757987059776,F,17.79,4,19.19
1281,2021-08-19 23:27:00,P0215,7,americanexpress,374283401005400,F,0.81,2,1.59
1282,2021-08-20 06:18:00,P0210,1,americanexpress,374288334973228,F,2.78,1,3.89
1283,2021-08-20 06:30:00,P0200,5,mastercard,5108750051495539,F,19.29,1,21.19
1284,2021-08-20 11:01:00,P0151,8,mastercard,5048379743347263,F,16.15,1,17.89
1285,2021-08-20 13:57:00,P0229,1,mastercard,5048375376874532,F,12.15,2,13.69
1286,2021-08-20 16:15:00,P0014,7,americanexpress,374283784075210,F,1.61,5,1.79
1287,2021-08-20 18:59:00,P0206,8,visa,4041595434735660,F,0.58,2,1.49
1288,2021-08-21 03:23:00,P0580,4,visa,4041595865304,F,3.39,1,4.59
1289,2021-08-21 04:10:00,P0511,6,americanexpress,374283090315292,T,7.06,2,8.19
1290,2021-08-21 07:36:00,P0278,5,mastercard,5108753429130911,F,13.24,2,14.69
1291,2021-08-21 07:38:00,P0190,6,mastercard,5108759276589406,F,18.93,3,20.89
1292,2021-08-21 13:25:00,P0565,9,visa,4041591915053,T,16.25,2,17.99
1293,2021-08-21 15:20:00,P0606,5,visa,4041597134202165,F,14.31,3,15.19
1294,2021-08-21 18:00:00,P0258,7,mastercard,5048375160275375,F,16.65,2,18.09
1295,2021-08-21 18:44:00,P0347,7,americanexpress,374283504842030,F,5.37,1,6.29
1296,2021-08-21 20:32:00,P0243,7,americanexpress,374283712220714,F,18.18,2,19.89
1297,2021-08-22 01:13:00,P0278,6,americanexpress,374283264077843,F,13.24,2,14.69
1298,2021-08-22 02:54:00,P0312,3,visa,4041595782871,F,17.43,2,18.49
1299,2021-08-22 10:10:00,P0400,8,mastercard,5108753409233917,F,6.39,1,7.69
1300,2021-08-22 10:50:00,P0227,6,visa,4041595003860279,F,7.59,1,8.29
1301,2021-08-22 13:30:00,P0552,5,mastercard,5048371979374038,F,11.36,3,12.29
1302,2021-08-22 18:42:00,P0625,6,mastercard,5108751383767496,F,5.15,3,5.89
1303,2021-08-22 18:49:00,P0259,6,mastercard,5048373834767976,F,5.21,3,5.99
1304,2021-08-22 21:33:00,P0152,8,visa,4041594690189290,F,16.33,3,17.99
1305,2021-08-22 23:39:00,P0513,8,mastercard,5048379038824646,F,0.97,1,1.59
1306,2021-08-23 01:11:00,P0264,6,visa,4041592453789025,T,4.11,3,4.89
1307,2021-08-23 02:25:00,P0268,7,visa,4041598665173148,F,11.93,1,13.39
1308,2021-08-23 04:43:00,P0552,7,americanexpress,374288412083536,F,11.36,4,12.29
1309,2021-08-23 05:25:00,P0026,5,americanexpress,374283722088036,F,13.19,2,14.69
1310,2021-08-23 06:48:00,P0056,7,visa,4041597255912816,F,5.95,1,7.19
1311,2021-08-23 07:48:00,P0175,7,visa,4041593675192,F,10.26,2,11.49
1312,2021-08-23 11:02:00,P0170,6,americanexpress,374283751787862,F,8.13,5,8.89
1313,2021-08-23 13:14:00,P0608,8,visa,4041594825451136,F,11.04,3,11.69
1314,2021-08-23 15:19:00,P0409,6,visa,4041594544801,T,18.03,2,19.69
1315,2021-08-23 22:56:00,P0398,8,visa,4041599995321,F,1.75,2,2.09
1316,2021-08-23 23:51:00,P0625,5,americanexpress,374283590554259,F,5.15,3,5.89
1317,2021-08-24 00:30:00,P0504,6,americanexpress,374288203706790,T,3.38,1,4.59
1318,2021-08-24 04:15:00,P0712,4,visa,4041590144200,F,17.46,1,18.59
1319,2021-08-24 08:13:00,P0310,8,americanexpress,374283937790574,F,14.48,2,15.59
1320,2021-08-24 08:18:00,P0401,7,visa,4041593357480414,F,16.69,2,18.09
1321,2021-08-24 08:19:00,P0533,7,visa,4041594065880,F,1.5,4,1.69
1322,2021-08-24 10:13:00,P0442,6,mastercard,5048371681296487,F,14.89,2,16.39
1323,2021-08-24 11:59:00,P0467,3,mastercard,5108759140613218,F,4.66,2,4.99
1324,2021-08-24 14:54:00,P0575,8,americanexpress,374288725813884,F,2.81,4,3.99
1325,2021-08-24 15:15:00,P0196,8,americanexpress,374288425065694,F,13.84,2,14.89
1326,2021-08-24 19:01:00,P0512,6,mastercard,5048370116611757,F,15.55,2,17.39
1327,2021-08-24 19:38:00,P0502,4,visa,4041591377430971,F,1.37,1,1.69
1328,2021-08-24 22:55:00,P0271,4,visa,4041598926152,F,15.16,1,16.79
1329,2021-08-25 01:04:00,P0581,8,visa,4041595441403,F,0.51,2,1.49
1330,2021-08-25 02:19:00,P0281,7,americanexpress,374283171342728,F,2.39,1,3.29
1331,2021-08-25 03:27:00,P0362,6,visa,4041598679742532,F,3.73,2,4.79
1332,2021-08-25 06:21:00,P0454,8,mastercard,5048376281825825,F,5.79,4,6.99
1333,2021-08-25 08:18:00,P0396,9,visa,4041593318171086,F,4.18,2,4.89
1334,2021-08-25 12:06:00,P0029,9,visa,4041595234154,F,5.05,1,5.69
1335,2021-08-25 19:11:00,P0270,6,mastercard,5048378557959585,F,6.97,3,8.09
1336,2021-08-25 20:33:00,P0555,6,americanexpress,374288937528346,F,19.13,1,21.09
1337,2021-08-25 21:11:00,P0381,8,visa,4041592757470,T,5.05,1,5.69
1338,2021-08-25 22:51:00,P0452,7,mastercard,5108751994580791,F,8.33,2,9.29
1339,2021-08-26 04:34:00,P0681,5,visa,4041597960476974,F,5.26,1,6.09
1340,2021-08-26 13:51:00,P0239,5,visa,4041596345066,F,0.32,4,1.29
1341,2021-08-26 14:42:00,P0213,7,americanexpress,374283589195130,F,11.19,3,11.99
1342,2021-08-26 14:57:00,P0190,7,mastercard,5108754562502379,T,18.93,1,20.89
1343,2021-08-26 16:20:00,P0405,4,mastercard,5108750185660347,F,18.2,1,19.99
1344,2021-08-26 17:19:00,P0606,6,visa,4041592266341378,F,14.31,1,15.19
1345,2021-08-26 18:11:00,P0559,5,visa,4041594752438,F,6.29,3,7.69
1346,2021-08-26 23:20:00,P0114,9,mastercard,5048372649310873,F,7.39,1,8.29
1347,2021-08-27 00:53:00,P0431,7,,374288199370031,F,10.67,1,11.59
1348,2021-08-27 05:10:00,P0521,7,visa,4041592324792,T,16.37,3,17.99
1349,2021-08-27 10:32:00,P0278,7,visa,4041596126575463,F,13.24,1,14.69
1350,2021-08-27 13:29:00,P0545,5,mastercard,5048377620681044,F,6.62,2,7.89
1351,2021-08-27 16:33:00,P0202,5,visa,4041596227885167,T,7.25,1,8.19
1352,2021-08-27 22:52:00,P0546,10,visa,4041593612908985,F,3.2,2,4.39
1353,2021-08-27 23:39:00,P0622,5,visa,4041597707967,F,13.87,1,14.89
1354,2021-08-28 04:55:00,P0256,3,mastercard,5048370865521025,F,2.08,2,2.69
1355,2021-08-28 08:34:00,P0174,4,visa,4041599660039318,T,2.25,3,2.99
1356,2021-08-28 11:48:00,P0636,6,visa,4041591632385,F,5.02,3,5.59
1357,2021-08-28 13:52:00,P0521,5,mastercard,5048370761376003,F,16.37,1,17.99
1358,2021-08-28 14:46:00,P0571,5,visa,4041597555580,F,4.35,2,4.99
1359,2021-08-28 16:23:00,P0524,6,mastercard,5048376832185703,F,10.66,1,11.59
1360,2021-08-28 16:40:00,P0253,6,mastercard,5108751601188491,F,3.09,3,4.29
1361,2021-08-28 21:48:00,P0397,4,visa,4041592879101334,F,13.67,1,14.89
1362,2021-08-29 00:10:00,P0147,3,americanexpress,374288253573827,F,18,5,19.59
1363,2021-08-29 00:58:00,P0111,4,visa,4041590832322153,T,11.74,1,13.09
1364,2021-08-29 01:18:00,P0414,6,mastercard,5108751257054104,F,10.22,5,11.49
1365,2021-08-29 05:46:00,P0141,7,visa,4041594735284,F,14.75,3,16.09
1366,2021-08-29 08:13:00,P0177,6,visa,4041599898939,F,7.63,3,8.29
1367,2021-08-29 10:23:00,P0555,8,visa,4041593754096,T,19.13,1,21.09
1368,2021-08-29 10:35:00,P0692,8,visa,4041599439119557,F,11.98,4,13.49
1369,2021-08-29 12:48:00,P0266,1,visa,4041593853252,F,7.49,1,8.29
1370,2021-08-29 15:04:00,P0023,7,mastercard,5108754182165706,F,17.79,1,19.19
1371,2021-08-29 16:25:00,P0652,2,visa,4041593067614,F,0.87,2,1.59
1372,2021-08-29 20:30:00,P0221,9,visa,4041594317943,F,0.59,4,1.49
1373,2021-08-29 21:19:00,P0083,7,americanexpress,374288575936850,F,3.42,5,4.59
1374,2021-08-29 22:02:00,P0240,8,mastercard,5048376187372377,F,1.27,1,1.69
1375,2021-08-30 02:15:00,P0649,6,,3552004956298010,F,18.36,2,20.19
1376,2021-08-30 03:04:00,P0400,5,visa,4041592904494,F,6.39,2,7.69
1377,2021-08-30 04:51:00,P0322,4,visa,4041597832195,F,13.65,5,14.89
1378,2021-08-30 07:16:00,P0331,6,,5245753433852595,F,15.79,3,17.59
1379,2021-08-30 07:19:00,P0534,6,americanexpress,374288878642700,F,7.63,4,8.29
1380,2021-08-30 07:32:00,P0416,8,,5108751247630930,F,9.88,2,11.29
1381,2021-08-30 09:13:00,P0380,1,mastercard,5108756778383197,F,10.56,1,11.59
1382,2021-08-30 09:18:00,P0213,4,visa,4041591877968868,F,11.19,1,11.99
1383,2021-08-30 11:13:00,P0127,5,americanexpress,374283686467465,T,13.91,1,14.89
1384,2021-08-30 12:37:00,P0527,8,mastercard,5048374090584766,T,16.63,1,18.09
1385,2021-08-30 12:45:00,P0543,9,visa,4041590316969255,F,17.45,1,18.49
1386,2021-08-30 12:56:00,P0235,5,americanexpress,374283486154321,F,11.99,1,13.49
1387,2021-08-30 19:02:00,P0614,2,mastercard,5108753385078476,F,13.52,1,14.79
1388,2021-08-30 22:11:00,P0354,5,visa,4041591170566229,F,15.35,2,17.09
1389,2021-08-30 22:58:00,P0500,4,americanexpress,374288606605227,F,7.53,4,8.29
1390,2021-08-30 23:57:00,P0367,4,visa,4041590148367,T,11.63,1,12.89
1391,2021-08-31 10:07:00,P0662,8,mastercard,5048374240437394,F,7.58,1,8.29
1392,2021-08-31 10:21:00,P0000,4,,3546672346674857,F,19.02,1,20.99
1393,2021-08-31 15:25:00,P0090,7,americanexpress,374283080920671,F,11.11,1,11.79
1394,2021-08-31 16:24:00,P0418,7,mastercard,5048372528838457,F,13.24,3,14.69
1395,2021-08-31 17:37:00,P0318,5,mastercard,5108750675417802,F,6.76,3,7.99
1396,2021-08-31 19:53:00,P0327,10,visa,4041597756568,T,7.13,3,8.19
1397,2021-08-31 20:56:00,P0748,5,visa,4041596092291228,F,10.22,1,11.49
1398,2021-08-31 22:11:00,P0519,3,americanexpress,374288206710740,F,12.45,1,14.09
1399,2021-08-31 23:07:00,P0318,6,visa,4041591066920084,F,6.76,1,7.99
1400,2021-09-01 02:27:00,P0260,8,mastercard,5048373523764854,F,15.96,1,17.79
1401,2021-09-01 02:32:00,P0401,8,visa,4041591872288189,F,16.69,6,18.09
1402,2021-09-01 03:36:00,P0461,3,visa,4041597352868531,F,15.83,2,17.69
1403,2021-09-01 04:24:00,P0596,6,mastercard,5048379557373439,F,12.28,1,13.89
1404,2021-09-01 04:52:00,P0102,8,mastercard,5048375633014419,F,16.26,1,17.99
1405,2021-09-01 07:14:00,P0345,6,americanexpress,374288095989132,F,7.18,1,8.19
1406,2021-09-01 07:40:00,P0354,4,visa,4041598269652349,F,15.35,2,17.09
1407,2021-09-01 09:24:00,P0344,5,americanexpress,374283896208089,F,9.86,1,11.29
1408,2021-09-01 09:46:00,P0292,8,mastercard,5048372369989377,F,10.49,3,11.49
1409,2021-09-01 10:50:00,P0575,4,americanexpress,374283957127848,F,2.81,1,3.99
1410,2021-09-01 17:25:00,P0326,7,americanexpress,374283916229131,F,12.66,3,14.29
1411,2021-09-01 17:44:00,P0400,11,americanexpress,374283298298563,F,6.39,1,7.69
1412,2021-09-01 18:25:00,P0667,6,visa,4041593961527881,F,12.7,3,14.39
1413,2021-09-01 19:28:00,P0463,5,mastercard,5048378153986479,F,12.96,2,14.59
1414,2021-09-01 19:44:00,P0137,6,americanexpress,374288239549875,F,1.91,4,2.39
1415,2021-09-01 22:08:00,P0218,5,mastercard,5108757386267384,F,8.4,2,9.39
1416,2021-09-02 01:52:00,P0463,7,visa,4041590307781,F,12.96,1,14.59
1417,2021-09-02 04:13:00,P0507,5,visa,4041592861298,F,8.17,1,8.89
1418,2021-09-02 04:24:00,P0393,7,americanexpress,374283096512959,F,10.94,3,11.59
1419,2021-09-02 07:13:00,P0210,7,americanexpress,374283918794769,F,2.78,1,3.89
1420,2021-09-02 09:08:00,P0162,3,americanexpress,374288022263197,T,18.21,1,19.99
1421,2021-09-02 10:51:00,P0254,5,visa,4041598013159,F,11.44,3,12.49
1422,2021-09-02 14:37:00,P0005,9,visa,4041596513082230,F,6.38,2,7.69
1423,2021-09-02 17:01:00,P0547,8,visa,4041590901799,T,20,1,21.49
1424,2021-09-02 17:37:00,P0406,5,americanexpress,374283763396660,F,7.19,1,8.19
1425,2021-09-02 17:42:00,P0389,9,americanexpress,374283859431009,F,5.95,1,7.19
1426,2021-09-02 18:39:00,P0495,8,visa,4041590226851239,F,4.23,1,4.99
1427,2021-09-02 19:41:00,P0483,7,visa,4041596207373,F,17.52,3,18.69
1428,2021-09-02 20:01:00,P0495,5,mastercard,5108759796848175,F,4.23,1,4.99
1429,2021-09-02 21:06:00,P0371,9,americanexpress,374283090144403,T,5.38,3,6.29
1430,2021-09-02 21:51:00,P0512,5,visa,4041595843468572,T,15.55,1,17.39
1431,2021-09-03 00:30:00,P0498,9,mastercard,5108751132693290,T,11.6,1,12.79
1432,2021-09-03 01:05:00,P0474,4,mastercard,5108751444593055,F,15.66,1,17.49
1433,2021-09-03 04:07:00,P0247,6,mastercard,5048377891795499,F,13.58,3,14.79
1434,2021-09-03 11:07:00,P0486,5,americanexpress,374283090806373,F,6.52,3,7.89
1435,2021-09-03 15:13:00,P0452,5,americanexpress,374283652257817,F,8.33,3,9.29
1436,2021-09-03 16:38:00,P0541,7,visa,4041593374999990,T,2.8,4,3.89
1437,2021-09-03 20:14:00,P0468,6,mastercard,5048375241581114,T,13.48,4,14.79
1438,2021-09-03 20:24:00,P0438,7,americanexpress,374288986738648,F,5.21,3,5.99
1439,2021-09-03 21:22:00,P0398,7,americanexpress,374283029298528,T,1.75,4,2.09
1440,2021-09-04 03:52:00,P0471,7,americanexpress,374283947159695,F,14.12,2,14.89
1441,2021-09-04 04:01:00,P0710,2,americanexpress,374288190284165,F,4.36,2,4.99
1442,2021-09-04 04:03:00,P0716,7,mastercard,5048371185859954,F,13.32,1,14.79
1443,2021-09-04 05:29:00,P0629,7,americanexpress,374288286104129,F,6.4,2,7.79
1444,2021-09-04 10:41:00,P0266,10,visa,4041590766940988,T,7.49,2,8.29
1445,2021-09-04 11:21:00,P0484,6,americanexpress,374288987270641,F,10.9,2,11.59
1446,2021-09-04 11:36:00,P0293,5,mastercard,5108756578046879,F,18.19,4,19.89
1447,2021-09-04 12:18:00,P0363,6,mastercard,5048377677598653,F,14.85,1,16.29
1448,2021-09-04 14:03:00,P0176,5,mastercard,5048374650052527,F,14.46,2,15.59
1449,2021-09-04 14:04:00,P0617,5,mastercard,5108750007910987,F,0.35,1,1.39
1450,2021-09-04 17:07:00,P0361,6,mastercard,5108755078984233,F,8.85,4,10.19
1451,2021-09-04 17:12:00,P0433,4,americanexpress,374288469253552,F,9.33,2,10.79
1452,2021-09-04 18:27:00,P0293,5,mastercard,5048370810388256,F,18.19,1,19.89
1453,2021-09-04 19:44:00,P0164,6,americanexpress,374283028820413,F,18.98,3,20.99
1454,2021-09-04 23:31:00,P0532,6,visa,4041596488932,F,8.96,4,10.29
1455,2021-09-04 23:34:00,P0231,10,visa,4041596052571155,T,6.94,2,8.09
1456,2021-09-05 01:29:00,P0321,10,americanexpress,374283793953498,F,17.35,2,18.29
1457,2021-09-05 01:31:00,P0317,9,mastercard,5108758413125280,F,16.83,2,18.19
1458,2021-09-05 07:22:00,P0546,7,mastercard,5108752617538232,F,3.2,1,4.39
